Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,Player-additional
Breece Hall,NYJ,16,54,1,2,19,1.2,35,2.2,1,16.0,HallBr03
Braelon Allen,NYJ,1,8,0,1,3,3.0,5,5.0,0,,AlleBr05
Aaron Rodgers,NYJ,1,-1,0,0,-1,-1.0,0,0.0,0,,RodgAa00
Tyrod Taylor,NYJ,1,7,0,0,5,5.0,2,2.0,0,,TaylTy00
Jordan Mason,SFO,28,147,1,8,80,2.9,67,2.4,1,28.0,MasoJo00
Deebo Samuel,SFO,8,23,1,1,9,1.1,14,1.8,0,,SamuDe00
Brandon Allen,SFO,1,-1,0,,-1,-1.0,0,0.0,0,,AlleBr00
Brock Purdy,SFO,1,11,0,1,11,11.0,0,0.0,0,,PurdBr00
