Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,Player-additional
Josh Jacobs,GNB,16,84,0,4,43,2.7,41,2.6,2,8.0,JacoJo01
Emanuel Wilson,GNB,4,46,0,2,28,7.0,18,4.5,1,4.0,WilsEm00
Jayden Reed,GNB,1,33,1,1,10,10.0,23,23.0,1,1.0,ReedJa03
Saquon Barkley,PHI,24,109,2,6,78,3.3,31,1.3,0,,BarkSa00
Jalen Hurts,PHI,13,33,0,2,17,1.3,16,1.2,1,13.0,HurtJa00
Kenneth Gainwell,PHI,1,2,0,0,0,0.0,2,2.0,0,,GainKe00
