Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,Player-additional
Joe Mixon,HOU,30,159,1,9,104,3.5,55,1.8,2,15.0,MixoJo00
C.J. Stroud,HOU,4,13,0,0,0,0.0,13,3.3,1,4.0,StroCJ00
Dameon Pierce,HOU,3,16,0,1,3,1.0,13,4.3,2,1.5,PierDa01
Tank Dell,HOU,2,19,0,1,19,9.5,0,0.0,0,,DellNa00
Stefon Diggs,HOU,1,6,0,0,4,4.0,2,2.0,0,,DiggSt00
Jonathan Taylor,IND,16,48,1,4,29,1.8,19,1.2,1,16.0,TaylJo02
Anthony Richardson,IND,6,56,1,5,41,6.8,15,2.5,1,6.0,RichAn03
