Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,Player-additional
Alontae Taylor,NOR,0,6,6,100.0%,56,9.3,9.3,0,105.6,5.3,32,24,1,0,0,0.0,0,9,1,10.0%,TaylAl01
Kool-Aid McKinstry,NOR,0,7,6,85.7%,30,5.0,4.3,0,84.5,4.0,12,18,0,0,0,0.0,0,5,1,16.7%,McKiKo00
Demario Davis,NOR,0,7,4,57.1%,26,6.5,3.7,0,65.2,3.1,-5,31,1,0,0,0.0,0,8,0,0.0%,DaviDe00
Paulson Adebo,NOR,1,8,3,37.5%,116,38.7,14.5,1,85.4,23.8,66,50,0,0,0,0.0,0,5,1,16.7%,AdebPa00
Pete Werner,NOR,0,3,3,100.0%,18,6.0,6.0,0,91.7,0.7,2,16,0,0,0,0.0,0,8,0,0.0%,WernPe00
Ugo Amadi,NOR,0,4,2,50.0%,27,13.5,6.8,0,71.9,9.0,19,8,0,0,0,0.0,0,3,0,0.0%,AmadUg00
Tyrann Mathieu,NOR,1,2,1,50.0%,4,4.0,2.0,0,16.7,10.0,3,1,2,1,0,0.0,1,3,1,25.0%,MathTy00
Willie Gay Jr.,NOR,0,1,1,100.0%,8,8.0,8.0,0,100.0,4.0,4,4,3,0,0,0.0,0,2,0,0.0%,GayJWi00
Will Harris,NOR,0,2,1,50.0%,6,6.0,3.0,0,56.2,2.0,-2,8,0,0,0,0.0,0,4,1,20.0%,HarrWi02
Jordan Howden,NOR,0,1,1,100.0%,8,8.0,8.0,0,100.0,6.0,6,2,0,0,0,0.0,0,2,0,0.0%,HowdJo00
Carl Granderson,NOR,0,0,0,,,,,,,,,,0,4,0,1.5,6,5,0,0.0%,GranCa01
Chase Young,NOR,0,0,0,,,,,,,,,,0,1,0,0.5,2,4,0,0.0%,YounCh04
Bryan Bresee,NOR,0,0,0,,,,,,,,,,0,1,0,1.0,2,2,1,33.3%,BresBr00
John Ridgeway,NOR,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,,RidgJo00
Malik Hooker,DAL,0,2,2,100.0%,8,4.0,4.0,0,83.3,-1.5,-3,11,0,0,0,0.0,0,2,1,33.3%,HookMa00
Caelen Carson,DAL,0,2,2,100.0%,36,18.0,18.0,0,118.7,15.0,30,6,0,0,0,0.0,0,4,0,0.0%,CarsCa01
DeMarvion Overshown,DAL,0,2,2,100.0%,11,5.5,5.5,0,89.6,0.0,0,11,0,0,0,0.0,0,4,0,0.0%,OverDe00
Eric Kendricks,DAL,0,2,1,50.0%,57,57.0,28.5,1,135.4,-2.0,-3,60,0,0,0,0.0,0,8,1,11.1%,KendEr00
Donovan Wilson,DAL,1,1,1,100.0%,70,70.0,70.0,1,118.7,49.0,49,21,0,0,0,0.0,0,6,0,0.0%,WilsDo01
Damone Clark,DAL,0,1,1,100.0%,9,9.0,9.0,0,104.2,4.0,4,5,0,0,0,0.0,0,7,0,0.0%,ClarDa02
Trevon Diggs,DAL,0,1,1,100.0%,39,39.0,39.0,0,118.7,20.0,20,19,0,0,0,0.0,0,5,0,0.0%,DiggTr00
Jourdan Lewis,DAL,0,3,1,33.3%,13,13.0,4.3,0,47.9,13.0,13,0,0,0,0,0.0,0,2,0,0.0%,LewiJo01
Micah Parsons,DAL,0,0,0,,,,,,,,,,6,4,0,0.0,4,3,0,0.0%,ParsMi00
DeMarcus Lawrence,DAL,0,0,0,,,,,,,,,,0,2,0,0.0,2,2,0,0.0%,LawrDe00
Osa Odighizuwa,DAL,0,1,0,0.0%,,,0.0,,39.6,3.0,,,0,0,1,0.0,1,2,0,0.0%,OdigOs00
Chauncey Golston,DAL,0,0,0,,,,,,,,,,2,0,0,1.0,1,4,0,0.0%,GolsCh00
Marshawn Kneeland,DAL,0,0,0,,,,,,,,,,1,1,0,0.0,1,0,1,100.0%,KneeMa00
Marist Liufau,DAL,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,0,0.0%,LiufMa00
Juanyeh Thomas,DAL,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%,ThomJu03
